0,"[1, 0, 4, 2, 2, 0, 0, 0, 0, 2, 2, 1, 2, 1, 3, 0, 0, 4, 0, 2]","[0, 0, 1, 0, 0]","{'acc': 0.817, 'auc': 0.827, 'precision': 0.441, 'recall': 0.833, 'F1': 0.577, 'sens': 0.833, 'spec': 0.814, 'ppv': 0.441, 'npv': 0.965, 'b_acc': 0.823}"
1,"[3, 3, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 1, 2, 2, 3, 2, 0, 2, 2]","[2, 2, 0, 1, 2]","{'acc': 0.8, 'auc': 0.837, 'precision': 0.421, 'recall': 0.889, 'F1': 0.571, 'sens': 0.889, 'spec': 0.784, 'ppv': 0.421, 'npv': 0.976, 'b_acc': 0.836}"
2,"[3, 0, 3, 0, 1, 0, 2, 2, 0, 1, 1, 2, 1, 1, 1, 2, 0, 2, 0, 2]","[0, 0, 0, 2, 0]","{'acc': 0.883, 'auc': 0.844, 'precision': 0.583, 'recall': 0.778, 'F1': 0.667, 'sens': 0.778, 'spec': 0.902, 'ppv': 0.583, 'npv': 0.958, 'b_acc': 0.84}"
4,"[3, 3, 2, 4, 3, 0, 2, 1, 0, 1, 1, 1, 2, 1, 1, 2, 1, 1, 0, 1]","[2, 0, 2, 2, 1]","{'acc': 0.883, 'auc': 0.794, 'precision': 0.6, 'recall': 0.667, 'F1': 0.632, 'sens': 0.667, 'spec': 0.922, 'ppv': 0.6, 'npv': 0.94, 'b_acc': 0.794}"
5,"[0, 1, 3, 1, 2, 0, 1, 0, 1, 2, 0, 2, 2, 2, 1, 0, 2, 1, 0, 0]","[0, 0, 3, 1, 2]","{'acc': 0.767, 'auc': 0.817, 'precision': 0.381, 'recall': 0.889, 'F1': 0.533, 'sens': 0.889, 'spec': 0.745, 'ppv': 0.381, 'npv': 0.974, 'b_acc': 0.817}"
6,"[0, 3, 2, 0, 3, 0, 0, 1, 2, 1, 2, 1, 0, 0, 0, 1, 1, 3, 1, 1]","[0, 1, 3, 0, 1]","{'acc': 0.933, 'auc': 0.892, 'precision': 0.75, 'recall': 0.833, 'F1': 0.789, 'sens': 0.833, 'spec': 0.951, 'ppv': 0.75, 'npv': 0.97, 'b_acc': 0.892}"
7,"[4, 3, 1, 2, 3, 0, 2, 2, 0, 1, 0, 2, 0, 0, 3, 0, 1, 4, 2, 0]","[1, 1, 2, 0, 1]","{'acc': 0.842, 'auc': 0.861, 'precision': 0.485, 'recall': 0.889, 'F1': 0.628, 'sens': 0.889, 'spec': 0.833, 'ppv': 0.485, 'npv': 0.977, 'b_acc': 0.861}"
8,"[2, 3, 0, 2, 1, 0, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 2, 1, 1, 0]","[1, 2, 0, 0, 1]","{'acc': 0.908, 'auc': 0.877, 'precision': 0.652, 'recall': 0.833, 'F1': 0.731, 'sens': 0.833, 'spec': 0.922, 'ppv': 0.652, 'npv': 0.969, 'b_acc': 0.878}"
9,"[1, 0, 3, 1, 0, 0, 1, 2, 1, 1, 0, 1, 2, 0, 1, 2, 2, 2, 1, 1]","[0, 0, 0, 0, 0]","{'acc': 0.9, 'auc': 0.83, 'precision': 0.65, 'recall': 0.722, 'F1': 0.684, 'sens': 0.722, 'spec': 0.931, 'ppv': 0.65, 'npv': 0.95, 'b_acc': 0.826}"
10,"[1, 1, 3, 2, 1, 0, 2, 0, 1, 1, 2, 4, 0, 0, 1, 2, 0, 2, 2, 0]","[0, 1, 2, 1, 1]","{'acc': 0.908, 'auc': 0.855, 'precision': 0.667, 'recall': 0.778, 'F1': 0.718, 'sens': 0.778, 'spec': 0.931, 'ppv': 0.667, 'npv': 0.96, 'b_acc': 0.854}"
